project_id,project_name,ministry,sector,budget_allocated_cr,budget_utilized_cr,budget_utilized_pct,start_date,planned_end_date,planned_duration_months,months_elapsed,percent_complete,reporting_delay_days,last_report_gap_days,is_delayed
PRJ-00194,Airport terminals project 194,Civil Aviation,Airport terminals,237.29,108.68,45.8,2021-09-23,2024-06-09,33,60,51.1,37,10,1
PRJ-00195,Irrigation canals project 195,Agriculture,Irrigation canals,40.74,6.19,15.2,2025-09-14,2029-08-24,48,12,25.3,0,3,0
PRJ-00196,Port development project 196,Shipping,Port development,31.11,12.32,39.6,2022-06-16,2026-11-22,54,51,32.6,5,9,1
PRJ-00197,Bridges project 197,Road Transport & Highways,Bridges,102.53,58.95,57.5,2021-08-03,2025-01-14,42,62,69.6,6,61,1
PRJ-00198,Irrigation canals project 198,Agriculture,Irrigation canals,164.6,109.46,66.5,2024-06-09,2027-09-22,40,27,73.3,10,37,0
PRJ-00199,Transmission lines project 199,Power,Transmission lines,134.34,119.56,89.0,2025-05-09,2026-08-02,15,16,98.0,1,16,0
PRJ-00200,State highways project 200,Road Transport & Highways,State highways,368.05,68.46,18.6,2024-10-21,2030-09-20,72,23,32.7,12,1,0
PRJ-00201,Steel plant expansion project 201,Steel,Steel plant expansion,322.8,147.52,45.7,2021-05-31,2023-02-20,21,64,48.8,5,1,1
PRJ-00202,Coal mining infra project 202,Coal,Coal mining infra,128.36,18.87,14.7,2023-11-09,2026-10-24,36,34,23.6,9,5,1
PRJ-00203,Refineries project 203,Petroleum & Natural Gas,Refineries,6.13,5.92,96.5,2023-05-29,2028-07-31,63,40,71.6,4,30,0
PRJ-00204,Irrigation project 204,Jal Shakti,Irrigation,92.45,44.28,47.9,2025-05-08,2026-05-03,12,16,36.2,15,25,1
PRJ-00205,Rail track doubling project 205,Railways,Rail track doubling,94.41,32.0,33.9,2021-10-24,2027-03-27,66,59,41.5,12,2,1
PRJ-00206,Irrigation project 206,Jal Shakti,Irrigation,17.33,4.9,28.3,2025-03-11,2031-08-07,78,18,26.3,29,23,0
PRJ-00207,Coal mining infra project 207,Coal,Coal mining infra,64.55,1.81,2.8,2025-11-24,2032-09-18,83,9,15.9,7,6,0
PRJ-00208,Irrigation project 208,Jal Shakti,Irrigation,41.13,22.91,55.7,2021-01-13,2023-04-03,27,69,55.2,0,6,1
PRJ-00209,Coal mining infra project 209,Coal,Coal mining infra,72.52,16.24,22.4,2025-06-06,2031-04-06,71,15,16.4,4,11,0
PRJ-00210,Irrigation canals project 210,Agriculture,Irrigation canals,18.98,9.4,49.5,2023-03-15,2030-01-07,83,42,50.1,0,63,0
PRJ-00211,Steel plant expansion project 211,Steel,Steel plant expansion,80.9,30.98,38.3,2024-05-26,2029-12-26,68,28,41.3,32,14,0
PRJ-00212,Steel plant expansion project 212,Steel,Steel plant expansion,68.06,56.76,83.4,2021-08-10,2027-11-07,76,62,74.3,45,11,0
PRJ-00213,Gas pipelines project 213,Petroleum & Natural Gas,Gas pipelines,5.0,3.44,68.7,2021-07-09,2028-04-03,82,63,70.9,1,5,0
PRJ-00214,Coal mining infra project 214,Coal,Coal mining infra,320.59,308.73,96.3,2021-02-23,2023-10-11,32,67,98.0,10,7,0
PRJ-00215,Airport terminals project 215,Civil Aviation,Airport terminals,32.78,30.45,92.9,2023-08-28,2027-05-09,45,37,87.1,6,1,0
PRJ-00216,Irrigation project 216,Jal Shakti,Irrigation,5.22,1.08,20.7,2021-06-20,2025-04-30,47,63,21.1,14,4,1
PRJ-00217,Port development project 217,Shipping,Port development,53.26,51.08,95.9,2023-06-18,2026-11-29,42,39,98.0,3,26,0
PRJ-00218,Rural water supply project 218,Jal Shakti,Rural water supply,294.43,154.28,52.4,2023-09-18,2025-06-09,21,36,43.2,4,12,1
PRJ-00219,Urban housing project 219,Housing & Urban Affairs,Urban housing,174.99,79.8,45.6,2024-11-11,2028-08-22,46,22,53.1,8,1,0
PRJ-00220,Smart city infra project 220,Housing & Urban Affairs,Smart city infra,74.83,33.82,45.2,2024-05-21,2031-01-15,81,28,49.7,9,0,1
PRJ-00221,Bridges project 221,Road Transport & Highways,Bridges,11.57,5.83,50.4,2025-05-27,2027-12-13,31,15,45.0,3,2,0
PRJ-00222,Irrigation project 222,Jal Shakti,Irrigation,96.28,101.09,105.0,2024-01-12,2026-07-30,31,32,98.0,11,5,0
PRJ-00223,Transmission lines project 223,Power,Transmission lines,43.84,20.03,45.7,2025-10-26,2031-02-27,65,10,24.0,7,0,0
PRJ-00224,Gas pipelines project 224,Petroleum & Natural Gas,Gas pipelines,442.44,166.36,37.6,2024-04-28,2030-12-23,81,29,34.0,11,4,0
PRJ-00225,Coal mining infra project 225,Coal,Coal mining infra,17.15,16.33,95.2,2023-11-06,2025-05-29,19,34,98.0,4,26,0
PRJ-00226,Transmission lines project 226,Power,Transmission lines,11.67,10.49,89.9,2021-07-05,2026-11-06,65,63,98.0,13,7,0
PRJ-00227,Refineries project 227,Petroleum & Natural Gas,Refineries,126.25,44.94,35.6,2021-02-07,2022-04-03,14,68,48.6,11,50,1
PRJ-00228,Solar parks project 228,New & Renewable Energy,Solar parks,58.99,20.17,34.2,2024-01-17,2030-01-15,73,32,49.1,10,22,0
PRJ-00229,National highways project 229,Road Transport & Highways,National highways,99.63,80.1,80.4,2020-11-22,2025-07-29,57,70,98.0,7,14,0
PRJ-00230,Urban housing project 230,Housing & Urban Affairs,Urban housing,102.23,40.69,39.8,2021-12-14,2026-12-18,61,57,40.0,11,3,1
PRJ-00231,Gas pipelines project 231,Petroleum & Natural Gas,Gas pipelines,50.82,38.27,75.3,2023-02-28,2029-10-24,81,43,71.4,12,11,0
PRJ-00232,Steel plant expansion project 232,Steel,Steel plant expansion,34.16,29.69,86.9,2021-02-22,2024-06-06,40,67,98.0,12,1,0
PRJ-00233,Airport terminals project 233,Civil Aviation,Airport terminals,170.56,103.19,60.5,2024-12-12,2028-09-22,46,21,64.5,44,26,0
PRJ-00234,Gas pipelines project 234,Petroleum & Natural Gas,Gas pipelines,7.33,6.77,92.3,2023-06-16,2024-09-08,15,39,98.0,4,1,0
PRJ-00235,Refineries project 235,Petroleum & Natural Gas,Refineries,32.54,31.21,95.9,2024-04-17,2029-06-20,63,29,75.8,8,9,1
PRJ-00236,Thermal power project 236,Power,Thermal power,555.69,583.47,105.0,2021-06-19,2027-04-19,71,63,93.7,13,0,0
PRJ-00237,Metro rail project 237,Railways,Metro rail,53.45,56.12,105.0,2020-09-05,2027-04-02,80,73,97.0,12,6,0
PRJ-00238,National highways project 238,Road Transport & Highways,National highways,38.04,15.56,40.9,2021-02-03,2026-03-09,62,68,54.6,4,15,1
PRJ-00239,Solar parks project 239,New & Renewable Energy,Solar parks,17.61,15.57,88.4,2023-01-06,2024-03-31,15,44,98.0,8,21,0
PRJ-00240,Bridges project 240,Road Transport & Highways,Bridges,316.79,16.16,5.1,2022-07-29,2027-12-30,66,50,16.8,7,0,1
PRJ-00241,Metro rail project 241,Railways,Metro rail,80.09,61.59,76.9,2021-04-26,2027-02-24,71,65,92.8,2,24,0
PRJ-00242,Thermal power project 242,Power,Thermal power,41.29,6.44,15.6,2025-11-24,2029-08-05,45,9,16.1,12,1,0
PRJ-00243,Refineries project 243,Petroleum & Natural Gas,Refineries,64.34,49.35,76.7,2024-05-05,2027-07-19,39,28,72.0,4,11,0
PRJ-00244,Coal mining infra project 244,Coal,Coal mining infra,111.49,43.7,39.2,2024-05-06,2028-11-11,55,28,48.1,8,3,0
PRJ-00245,Refineries project 245,Petroleum & Natural Gas,Refineries,49.68,26.18,52.7,2024-08-14,2029-12-16,65,25,55.4,2,0,0
PRJ-00246,Rural water supply project 246,Jal Shakti,Rural water supply,33.65,29.17,86.7,2021-07-01,2023-04-22,22,63,98.0,0,6,0
PRJ-00247,Airport terminals project 247,Civil Aviation,Airport terminals,173.8,33.72,19.4,2026-01-26,2032-09-21,81,7,14.2,0,33,0
PRJ-00248,State highways project 248,Road Transport & Highways,State highways,57.83,59.97,103.7,2020-11-03,2025-06-10,56,71,98.0,2,9,0
PRJ-00249,Irrigation project 249,Jal Shakti,Irrigation,122.29,27.15,22.2,2022-07-14,2024-03-05,20,50,30.3,7,22,1
PRJ-00250,Mineral exploration project 250,Mines,Mineral exploration,250.32,160.46,64.1,2025-12-14,2027-03-09,15,9,62.6,0,14,0
PRJ-00251,Irrigation project 251,Jal Shakti,Irrigation,22.74,23.88,105.0,2025-01-22,2026-03-18,14,20,98.0,4,7,0
PRJ-00252,Steel plant expansion project 252,Steel,Steel plant expansion,665.69,365.46,54.9,2025-04-28,2028-10-09,42,16,54.3,6,7,0
PRJ-00253,Metro rail project 253,Railways,Metro rail,28.8,18.35,63.7,2023-07-11,2025-08-29,26,38,47.5,1,2,1
PRJ-00254,Solar parks project 254,New & Renewable Energy,Solar parks,41.74,37.82,90.6,2020-11-11,2024-01-25,39,71,98.0,4,28,0
PRJ-00255,Coal mining infra project 255,Coal,Coal mining infra,52.74,55.38,105.0,2022-04-04,2025-11-14,44,54,98.0,0,17,0
PRJ-00256,Rural roads project 256,Rural Development,Rural roads,6.17,5.26,85.3,2025-03-28,2027-05-17,26,17,79.9,12,6,0
PRJ-00257,Thermal power project 257,Power,Thermal power,72.84,76.48,105.0,2020-10-08,2024-12-16,51,72,98.0,1,23,0
PRJ-00258,Rail track doubling project 258,Railways,Rail track doubling,47.22,13.65,28.9,2022-12-07,2024-03-01,15,46,34.1,32,26,1
PRJ-00259,Urban housing project 259,Housing & Urban Affairs,Urban housing,19.27,18.17,94.3,2022-12-13,2027-11-17,60,45,80.2,4,40,0
PRJ-00260,Refineries project 260,Petroleum & Natural Gas,Refineries,94.12,89.79,95.4,2020-11-24,2023-12-09,37,70,98.0,8,0,0
PRJ-00261,Bridges project 261,Road Transport & Highways,Bridges,312.19,295.02,94.5,2022-11-10,2026-05-23,43,46,98.0,10,2,0
PRJ-00262,Rail track doubling project 262,Railways,Rail track doubling,94.85,74.36,78.4,2022-04-09,2026-05-18,50,54,98.0,6,20,0
PRJ-00263,Irrigation canals project 263,Agriculture,Irrigation canals,5.0,4.65,93.0,2022-10-24,2025-01-11,27,47,98.0,5,14,0
PRJ-00264,Solar parks project 264,New & Renewable Energy,Solar parks,31.98,23.31,72.9,2021-10-16,2023-03-10,17,59,60.3,3,11,1
PRJ-00265,Rural roads project 265,Rural Development,Rural roads,244.16,157.73,64.6,2023-03-11,2028-08-11,66,42,61.4,5,13,0
PRJ-00266,Irrigation canals project 266,Agriculture,Irrigation canals,315.16,133.0,42.2,2024-02-07,2025-09-29,20,31,37.0,0,21,1
PRJ-00267,Port development project 267,Shipping,Port development,206.99,167.87,81.1,2022-07-19,2027-01-24,55,50,87.9,9,0,0
PRJ-00268,National highways project 268,Road Transport & Highways,National highways,253.99,265.93,104.7,2021-06-01,2026-10-03,65,64,98.0,22,13,0
PRJ-00269,Airport terminals project 269,Civil Aviation,Airport terminals,113.61,15.45,13.6,2025-08-02,2031-02-02,67,13,23.3,8,7,0
PRJ-00270,Rural roads project 270,Rural Development,Rural roads,80.08,51.33,64.1,2022-08-13,2028-05-13,70,49,73.5,3,0,0
PRJ-00271,Metro rail project 271,Railways,Metro rail,102.68,97.96,95.4,2023-09-27,2026-07-13,34,36,98.0,2,16,0
PRJ-00272,Port development project 272,Shipping,Port development,211.72,193.72,91.5,2020-10-06,2024-07-17,46,72,98.0,2,9,0
PRJ-00273,Steel plant expansion project 273,Steel,Steel plant expansion,49.87,35.61,71.4,2021-08-24,2028-03-20,80,61,87.6,0,4,0
PRJ-00274,Airport terminals project 274,Civil Aviation,Airport terminals,261.16,193.52,74.1,2023-07-28,2029-01-27,67,38,65.1,0,10,0
PRJ-00275,Solar parks project 275,New & Renewable Energy,Solar parks,58.22,33.77,58.0,2024-09-03,2029-01-10,53,24,46.4,12,0,1
PRJ-00276,Irrigation project 276,Jal Shakti,Irrigation,104.77,59.4,56.7,2021-07-09,2023-05-30,23,63,50.3,0,21,1
PRJ-00277,Rural water supply project 277,Jal Shakti,Rural water supply,85.32,65.78,77.1,2021-03-27,2026-11-26,69,66,95.4,5,17,0
PRJ-00278,Irrigation project 278,Jal Shakti,Irrigation,210.93,221.48,105.0,2021-12-21,2027-10-21,71,57,95.1,4,14,0
PRJ-00279,Solar parks project 279,New & Renewable Energy,Solar parks,73.56,70.76,96.2,2022-10-04,2027-09-08,60,48,98.0,0,36,0
PRJ-00280,Smart city infra project 280,Housing & Urban Affairs,Smart city infra,456.14,59.3,13.0,2026-01-07,2032-03-06,75,8,14.8,5,5,0
PRJ-00281,Smart city infra project 281,Housing & Urban Affairs,Smart city infra,30.11,4.85,16.1,2025-02-27,2031-03-28,74,18,16.9,1,11,1
PRJ-00282,Transmission lines project 282,Power,Transmission lines,20.85,12.7,60.9,2024-03-10,2027-11-20,45,30,66.7,5,10,1
PRJ-00283,Smart city infra project 283,Housing & Urban Affairs,Smart city infra,5.83,3.05,52.4,2024-08-11,2028-06-21,47,25,59.9,21,1,0
PRJ-00284,Optical fibre network project 284,Telecommunications,Optical fibre network,76.29,3.28,4.3,2026-02-14,2032-07-12,78,7,10.8,16,6,0
PRJ-00285,Transmission lines project 285,Power,Transmission lines,6.4,1.91,29.9,2025-09-12,2029-02-23,42,12,20.9,19,20,0
PRJ-00286,Gas pipelines project 286,Petroleum & Natural Gas,Gas pipelines,80.51,18.68,23.2,2023-06-10,2030-04-04,83,39,45.3,9,5,0
PRJ-00287,Irrigation project 287,Jal Shakti,Irrigation,50.68,17.23,34.0,2022-04-22,2028-03-21,72,53,40.5,11,34,1
PRJ-00288,Mineral exploration project 288,Mines,Mineral exploration,328.43,290.99,88.6,2022-03-10,2028-04-07,74,55,81.0,3,24,0
PRJ-00289,Coal mining infra project 289,Coal,Coal mining infra,30.08,6.98,23.2,2021-09-25,2022-11-19,14,60,22.1,18,0,1
PRJ-00290,Bridges project 290,Road Transport & Highways,Bridges,7.34,4.52,61.6,2024-07-12,2027-10-25,40,26,54.3,5,15,0
PRJ-00291,Refineries project 291,Petroleum & Natural Gas,Refineries,235.17,71.26,30.3,2022-04-20,2025-10-31,43,53,21.1,9,4,1
PRJ-00292,Urban housing project 292,Housing & Urban Affairs,Urban housing,47.2,33.04,70.0,2022-06-16,2027-04-21,59,51,76.9,12,10,0
PRJ-00293,Airport terminals project 293,Civil Aviation,Airport terminals,363.45,174.09,47.9,2023-01-28,2029-07-25,79,44,52.0,9,6,0
PRJ-00294,Rural roads project 294,Rural Development,Rural roads,19.03,9.23,48.5,2023-10-17,2030-07-12,82,35,36.4,0,0,0
PRJ-00295,Smart city infra project 295,Housing & Urban Affairs,Smart city infra,7.47,2.4,32.1,2024-03-16,2029-12-15,70,30,38.0,9,53,0
PRJ-00296,Rural water supply project 296,Jal Shakti,Rural water supply,779.62,480.25,61.6,2024-06-17,2028-01-28,44,27,66.4,1,39,0
PRJ-00297,Irrigation project 297,Jal Shakti,Irrigation,37.81,21.85,57.8,2025-07-02,2028-06-16,36,14,41.8,0,4,0
PRJ-00298,Smart city infra project 298,Housing & Urban Affairs,Smart city infra,59.06,0.0,0.0,2025-07-05,2032-01-30,80,14,10.2,17,4,0
PRJ-00299,Thermal power project 299,Power,Thermal power,14.12,9.01,63.8,2025-02-07,2028-04-22,39,19,58.8,6,6,0
PRJ-00300,Airport terminals project 300,Civil Aviation,Airport terminals,16.74,1.86,11.1,2024-08-17,2031-02-12,79,25,19.8,1,40,1
PRJ-00301,Steel plant expansion project 301,Steel,Steel plant expansion,5.09,3.93,77.3,2024-08-04,2026-07-25,24,25,86.5,6,8,1
PRJ-00302,Transmission lines project 302,Power,Transmission lines,97.46,50.68,52.0,2024-07-08,2027-11-20,41,26,64.8,6,0,0
PRJ-00303,Rural roads project 303,Rural Development,Rural roads,2074.85,989.7,47.7,2025-03-04,2029-04-12,50,18,43.0,2,9,0
PRJ-00304,National highways project 304,Road Transport & Highways,National highways,41.67,24.92,59.8,2022-03-17,2028-10-11,80,54,71.5,12,47,0
PRJ-00305,Metro rail project 305,Railways,Metro rail,288.26,58.81,20.4,2024-08-22,2026-01-14,17,25,26.9,7,17,1
PRJ-00306,State highways project 306,Road Transport & Highways,State highways,91.16,86.24,94.6,2023-01-28,2027-02-06,49,44,98.0,5,17,0
PRJ-00307,Metro rail project 307,Railways,Metro rail,137.32,71.96,52.4,2022-08-08,2028-09-05,74,50,41.1,1,22,1
PRJ-00308,Rail track doubling project 308,Railways,Rail track doubling,55.93,45.69,81.7,2021-04-14,2022-05-09,13,66,84.1,5,15,1
PRJ-00309,Solar parks project 309,New & Renewable Energy,Solar parks,24.42,10.57,43.3,2024-08-01,2030-07-01,72,25,34.7,2,2,0
PRJ-00310,Airport terminals project 310,Civil Aviation,Airport terminals,33.24,27.19,81.8,2023-09-16,2028-03-23,55,36,74.6,0,1,0
PRJ-00311,Thermal power project 311,Power,Thermal power,188.77,118.36,62.7,2020-10-06,2022-03-30,18,72,52.0,8,1,1
PRJ-00312,Rural water supply project 312,Jal Shakti,Rural water supply,22.96,21.24,92.5,2020-11-25,2026-11-24,73,70,98.0,4,1,0
PRJ-00313,Rail track doubling project 313,Railways,Rail track doubling,5.69,3.85,67.6,2021-07-27,2023-03-19,20,62,58.2,0,0,1
PRJ-00314,Refineries project 314,Petroleum & Natural Gas,Refineries,54.07,30.39,56.2,2023-06-03,2025-02-22,21,40,62.5,2,31,1
PRJ-00315,Solar parks project 315,New & Renewable Energy,Solar parks,196.04,88.81,45.3,2022-08-25,2024-02-16,18,49,57.7,3,46,1
PRJ-00316,Metro rail project 316,Railways,Metro rail,7.78,4.29,55.2,2025-05-05,2032-03-29,84,16,45.2,8,7,1
PRJ-00317,Urban housing project 317,Housing & Urban Affairs,Urban housing,692.75,205.75,29.7,2025-09-13,2029-03-26,43,12,39.4,0,20,0
PRJ-00318,Rail track doubling project 318,Railways,Rail track doubling,90.7,35.46,39.1,2023-01-19,2028-05-22,65,44,30.2,5,8,1
PRJ-00319,Steel plant expansion project 319,Steel,Steel plant expansion,27.03,10.76,39.8,2022-11-02,2026-02-14,40,47,28.6,7,0,1
PRJ-00320,Port development project 320,Shipping,Port development,29.55,16.49,55.8,2024-01-17,2029-09-17,69,32,44.5,2,1,0
PRJ-00321,Coal mining infra project 321,Coal,Coal mining infra,11.59,5.61,48.4,2024-07-06,2029-12-07,66,26,46.5,14,6,0
PRJ-00322,Urban housing project 322,Housing & Urban Affairs,Urban housing,49.69,31.55,63.5,2022-12-28,2024-07-20,19,45,43.7,26,5,1
PRJ-00323,Steel plant expansion project 323,Steel,Steel plant expansion,423.93,325.15,76.7,2020-10-17,2022-10-07,24,72,64.3,0,40,1
PRJ-00324,Transmission lines project 324,Power,Transmission lines,16.91,16.81,99.4,2022-09-02,2025-11-15,39,49,98.0,0,5,0
PRJ-00325,Rural water supply project 325,Jal Shakti,Rural water supply,66.73,14.55,21.8,2022-06-23,2024-04-13,22,51,34.0,4,5,1
PRJ-00326,Thermal power project 326,Power,Thermal power,332.17,291.31,87.7,2024-10-31,2027-08-17,34,22,66.7,15,25,0
PRJ-00327,Optical fibre network project 327,Telecommunications,Optical fibre network,159.43,53.25,33.4,2025-10-04,2028-05-21,32,11,42.4,7,16,0
PRJ-00328,National highways project 328,Road Transport & Highways,National highways,269.81,146.51,54.3,2023-11-21,2029-07-22,69,34,55.8,4,4,0
PRJ-00329,Steel plant expansion project 329,Steel,Steel plant expansion,32.87,27.41,83.4,2023-07-18,2027-07-27,49,38,88.5,0,0,0
PRJ-00330,State highways project 330,Road Transport & Highways,State highways,9.18,2.08,22.7,2024-11-17,2028-10-27,48,22,49.1,0,6,0
PRJ-00331,Urban housing project 331,Housing & Urban Affairs,Urban housing,1535.18,1347.89,87.8,2022-03-28,2027-12-27,70,54,82.3,0,13,0
PRJ-00332,Bridges project 332,Road Transport & Highways,Bridges,262.35,262.09,99.9,2022-04-29,2025-09-10,41,53,98.0,11,3,0
PRJ-00333,Rural water supply project 333,Jal Shakti,Rural water supply,76.13,37.15,48.8,2021-10-05,2024-10-19,37,60,48.3,3,22,1
PRJ-00334,Gas pipelines project 334,Petroleum & Natural Gas,Gas pipelines,159.38,27.57,17.3,2025-07-14,2032-03-09,81,14,19.1,4,3,0
PRJ-00335,Irrigation project 335,Jal Shakti,Irrigation,58.31,58.48,100.3,2022-07-19,2025-02-03,31,50,98.0,11,39,0
PRJ-00336,Rural water supply project 336,Jal Shakti,Rural water supply,51.04,21.39,41.9,2021-07-18,2024-01-04,30,62,51.8,2,18,1
PRJ-00337,Bridges project 337,Road Transport & Highways,Bridges,15.72,5.93,37.7,2025-11-04,2028-07-21,33,10,47.9,13,3,0
PRJ-00338,Urban housing project 338,Housing & Urban Affairs,Urban housing,152.94,106.75,69.8,2022-11-04,2029-09-28,84,47,63.6,2,0,0
PRJ-00339,Urban housing project 339,Housing & Urban Affairs,Urban housing,22.52,22.47,99.8,2023-09-19,2025-12-07,27,36,98.0,1,8,0
PRJ-00340,Coal mining infra project 340,Coal,Coal mining infra,33.48,26.48,79.1,2022-04-26,2026-06-04,50,53,98.0,2,6,0
PRJ-00341,Refineries project 341,Petroleum & Natural Gas,Refineries,10.47,10.88,103.9,2020-11-22,2024-09-02,46,70,98.0,0,38,0
PRJ-00342,Port development project 342,Shipping,Port development,70.98,41.31,58.2,2023-02-25,2029-04-24,75,43,56.6,2,11,0
PRJ-00343,Coal mining infra project 343,Coal,Coal mining infra,116.01,95.36,82.2,2025-09-23,2027-02-15,17,11,84.1,11,3,0
PRJ-00344,Gas pipelines project 344,Petroleum & Natural Gas,Gas pipelines,407.57,427.95,105.0,2022-01-22,2026-05-31,53,56,98.0,1,0,0
PRJ-00345,Steel plant expansion project 345,Steel,Steel plant expansion,13.12,13.21,100.7,2024-10-10,2026-01-03,15,23,98.0,3,6,0
PRJ-00346,Bridges project 346,Road Transport & Highways,Bridges,65.0,9.16,14.1,2024-11-23,2026-01-17,14,22,29.8,8,30,1
PRJ-00347,Irrigation canals project 347,Agriculture,Irrigation canals,28.67,30.1,105.0,2021-07-28,2025-05-08,46,62,98.0,3,18,0
PRJ-00348,Solar parks project 348,New & Renewable Energy,Solar parks,113.12,22.4,19.8,2025-12-14,2028-09-29,34,9,25.8,3,30,0
PRJ-00349,Airport terminals project 349,Civil Aviation,Airport terminals,67.94,29.76,43.8,2023-04-09,2028-11-08,68,41,36.9,1,36,1
PRJ-00350,Rural water supply project 350,Jal Shakti,Rural water supply,9.0,3.15,35.0,2025-02-28,2030-08-31,67,18,25.4,6,5,0
PRJ-00351,Mineral exploration project 351,Mines,Mineral exploration,52.15,40.21,77.1,2021-08-12,2027-09-10,74,62,77.2,12,10,0
PRJ-00352,Bridges project 352,Road Transport & Highways,Bridges,32.59,17.04,52.3,2023-07-18,2028-02-22,56,38,45.2,15,6,1
PRJ-00353,Gas pipelines project 353,Petroleum & Natural Gas,Gas pipelines,117.66,90.72,77.1,2024-04-23,2028-08-30,53,29,65.2,3,1,0
PRJ-00354,Irrigation canals project 354,Agriculture,Irrigation canals,76.89,19.61,25.5,2025-08-04,2028-03-21,32,13,51.1,2,0,0
PRJ-00355,Smart city infra project 355,Housing & Urban Affairs,Smart city infra,16.23,7.64,47.1,2023-11-14,2030-01-11,75,34,58.6,2,16,1
PRJ-00356,Urban housing project 356,Housing & Urban Affairs,Urban housing,48.07,47.45,98.7,2022-06-19,2027-08-22,63,51,92.9,2,2,0
PRJ-00357,Optical fibre network project 357,Telecommunications,Optical fibre network,184.64,47.64,25.8,2025-12-21,2031-09-21,70,8,11.6,13,10,0
PRJ-00358,Bridges project 358,Road Transport & Highways,Bridges,30.63,19.76,64.5,2024-05-31,2028-01-11,44,27,70.2,6,10,0
PRJ-00359,Smart city infra project 359,Housing & Urban Affairs,Smart city infra,155.34,41.48,26.7,2025-07-12,2030-09-14,63,14,24.2,2,8,0
